ticker,cik,filing_date,10k_link,long_term_outlook
MSFT,789019,1999-09-28,https://www.sec.gov/Archives/edgar/data/789019/0001032210-99-001375.txt,1
TMK,320335,1995-03-24,https://www.sec.gov/Archives/edgar/data/320335/0000950109-95-000857.txt,1
XRAY,818479,2011-02-18,https://www.sec.gov/Archives/edgar/data/818479/000114420411009910/0001144204-11-009910.txt,1
HIG,874766,2008-02-22,https://www.sec.gov/Archives/edgar/data/874766/000095012308002003/0000950123-08-002003.txt,0
PFE,78003,2011-02-28,https://www.sec.gov/Archives/edgar/data/78003/000119312511048877/0001193125-11-048877.txt,1
AXP,4962,1999-03-30,https://www.sec.gov/Archives/edgar/data/4962/0000004962-99-000012.txt,1
PRU,1137774,2003-03-14,https://www.sec.gov/Archives/edgar/data/1137774/000095013003002060/0000950130-03-002060.txt,1
BA,12927,2012-02-09,https://www.sec.gov/Archives/edgar/data/12927/000119312512048565/0001193125-12-048565.txt,1
ADP,8670,2012-08-20,https://www.sec.gov/Archives/edgar/data/8670/000120677412003634/0001206774-12-003634.txt,1
YUM,1041061,2008-02-25,https://www.sec.gov/Archives/edgar/data/1041061/000104106108000092/0001041061-08-000092.txt,0
AEP,4904,2015-02-20,https://www.sec.gov/Archives/edgar/data/4904/000000490415000008/0000004904-15-000008.txt,0
M,794367,2014-04-02,https://www.sec.gov/Archives/edgar/data/794367/000079436714000071/0000794367-14-000071.txt,1
WM,823768,2001-03-13,https://www.sec.gov/Archives/edgar/data/823768/000095012901001398/0000950129-01-001398.txt,1
WY,106535,1998-03-13,https://www.sec.gov/Archives/edgar/data/106535/0000106535-98-000004.txt,1
CCL,815097,2005-02-14,https://www.sec.gov/Archives/edgar/data/815097/000116923205000926/0001169232-05-000926.txt,0
TMK,320335,2013-02-28,https://www.sec.gov/Archives/edgar/data/320335/000119312513084290/0001193125-13-084290.txt,1
R,85961,2005-02-24,https://www.sec.gov/Archives/edgar/data/85961/000095014405001833/0000950144-05-001833.txt,0
LRCX,707549,2017-08-15,https://www.sec.gov/Archives/edgar/data/707549/000070754917000100/0000707549-17-000100.txt,1
MRK,310158,2012-02-28,https://www.sec.gov/Archives/edgar/data/310158/000119312512084319/0001193125-12-084319.txt,1
JOY,801898,2008-12-19,https://www.sec.gov/Archives/edgar/data/801898/000080189808000250/0000801898-08-000250.txt,0
QCOM,804328,2000-11-03,https://www.sec.gov/Archives/edgar/data/804328/000091205700047095/0000912057-00-047095.txt,0
A,1090872,2015-12-21,https://www.sec.gov/Archives/edgar/data/1090872/000109087215000051/0001090872-15-000051.txt,1
VTR,740260,2016-02-12,https://www.sec.gov/Archives/edgar/data/740260/000074026016000201/0000740260-16-000201.txt,1
NWL,814453,2011-03-01,https://www.sec.gov/Archives/edgar/data/814453/000119312511052372/0001193125-11-052372.txt,0
SE,1373835,2014-02-28,https://www.sec.gov/Archives/edgar/data/1373835/000144530514000782/0001445305-14-000782.txt,1
PG,80424,2017-08-07,https://www.sec.gov/Archives/edgar/data/80424/000008042417000047/0000080424-17-000047.txt,1
BA,12927,2004-03-05,https://www.sec.gov/Archives/edgar/data/12927/000119312504034751/0001193125-04-034751.txt,1
PFE,78003,1999-03-26,https://www.sec.gov/Archives/edgar/data/78003/0000930413-99-000431.txt,0
DOW,29915,2009-02-20,https://www.sec.gov/Archives/edgar/data/29915/000002991509000016/0000029915-09-000016.txt,1
T,732717,2010-02-25,https://www.sec.gov/Archives/edgar/data/732717/000073271710000013/0000732717-10-000013.txt,1
WMB,107263,2003-03-19,https://www.sec.gov/Archives/edgar/data/107263/000095013403004171/0000950134-03-004171.txt,1
GPS,39911,2005-03-28,https://www.sec.gov/Archives/edgar/data/39911/000119312505061097/0001193125-05-061097.txt,0
DG,29534,2010-03-31,https://www.sec.gov/Archives/edgar/data/29534/000104746910003012/0001047469-10-003012.txt,1
UNP,100885,2002-03-04,https://www.sec.gov/Archives/edgar/data/100885/000095013402001771/0000950134-02-001771.txt,1
WM,823768,2012-02-16,https://www.sec.gov/Archives/edgar/data/823768/000119312512065370/0001193125-12-065370.txt,1
ECL,31462,2012-02-28,https://www.sec.gov/Archives/edgar/data/31462/000110465912014104/0001104659-12-014104.txt,1
MCD,63908,2012-02-24,https://www.sec.gov/Archives/edgar/data/63908/000119312512077317/0001193125-12-077317.txt,0
ACE,896159,2000-03-29,https://www.sec.gov/Archives/edgar/data/896159/0000950131-00-002158.txt,1
MAC,912242,2014-02-21,https://www.sec.gov/Archives/edgar/data/912242/000091224214000003/0000912242-14-000003.txt,1
HBAN,49196,2011-02-18,https://www.sec.gov/Archives/edgar/data/49196/000095012311015766/0000950123-11-015766.txt,0
NWL,814453,2012-02-29,https://www.sec.gov/Archives/edgar/data/814453/000081445312000054/0000814453-12-000054.txt,1
AZO,866787,2015-10-26,https://www.sec.gov/Archives/edgar/data/866787/000119312515353476/0001193125-15-353476.txt,1
PBCT,1378946,2011-03-01,https://www.sec.gov/Archives/edgar/data/1378946/000119312511052040/0001193125-11-052040.txt,0
CL,21665,1996-03-25,https://www.sec.gov/Archives/edgar/data/21665/0000950112-96-000868.txt,1
KO,21344,2008-02-28,https://www.sec.gov/Archives/edgar/data/21344/000119312508041768/0001193125-08-041768.txt,0
UTX,101829,2010-02-11,https://www.sec.gov/Archives/edgar/data/101829/000119312510027861/0001193125-10-027861.txt,1
AZO,866787,2008-10-27,https://www.sec.gov/Archives/edgar/data/866787/000136231008006211/0001362310-08-006211.txt,1
ALXN,899866,2010-02-23,https://www.sec.gov/Archives/edgar/data/899866/000119312510037748/0001193125-10-037748.txt,1
TDC,816761,2013-02-28,https://www.sec.gov/Archives/edgar/data/816761/000119312513082775/0001193125-13-082775.txt,0
FISV,798354,2015-02-20,https://www.sec.gov/Archives/edgar/data/798354/000119312515056319/0001193125-15-056319.txt,1
SYK,310764,2006-03-07,https://www.sec.gov/Archives/edgar/data/310764/000031076406000040/0000310764-06-000040.txt,1
BAC,70858,1998-03-13,https://www.sec.gov/Archives/edgar/data/70858/0000950168-98-000724.txt,1
ADSK,769397,2013-03-18,https://www.sec.gov/Archives/edgar/data/769397/000076939713000007/0000769397-13-000007.txt,1
JWN,72333,2014-03-17,https://www.sec.gov/Archives/edgar/data/72333/000007233314000036/0000072333-14-000036.txt,1
CELG,816284,2013-02-15,https://www.sec.gov/Archives/edgar/data/816284/000104746913001186/0001047469-13-001186.txt,1
LB,701985,2017-03-17,https://www.sec.gov/Archives/edgar/data/701985/000070198517000022/0000701985-17-000022.txt,0
QCOM,804328,2012-11-07,https://www.sec.gov/Archives/edgar/data/804328/000123445212000371/0001234452-12-000371.txt,1
ETN,1551182,2014-02-26,https://www.sec.gov/Archives/edgar/data/1551182/000155118214000011/0001551182-14-000011.txt,0
WM,823768,2006-02-21,https://www.sec.gov/Archives/edgar/data/823768/000095012906001649/0000950129-06-001649.txt,1
PFE,78003,2004-03-10,https://www.sec.gov/Archives/edgar/data/78003/000095012304003064/0000950123-04-003064.txt,0
L,60086,2013-02-22,https://www.sec.gov/Archives/edgar/data/60086/000119312513070611/0001193125-13-070611.txt,1
PGR,80661,2003-03-14,https://www.sec.gov/Archives/edgar/data/80661/000095015203002937/0000950152-03-002937.txt,1
MTB,36270,2007-02-23,https://www.sec.gov/Archives/edgar/data/36270/000095015207001456/0000950152-07-001456.txt,0
NE,1458891,2015-02-27,https://www.sec.gov/Archives/edgar/data/1458891/000119312515068812/0001193125-15-068812.txt,0
MHK,851968,2016-02-29,https://www.sec.gov/Archives/edgar/data/851968/000085196816000120/0000851968-16-000120.txt,1
PEP,77476,2001-03-15,https://www.sec.gov/Archives/edgar/data/77476/000007747601500016/0000077476-01-500016.txt,0
IBM,51143,1995-03-28,https://www.sec.gov/Archives/edgar/data/51143/0000950112-95-000774.txt,1
MTB,36270,1994-03-18,https://www.sec.gov/Archives/edgar/data/36270/0000950167-94-000015.txt,0
ARG,804212,2009-06-01,https://www.sec.gov/Archives/edgar/data/804212/000095012309010143/0000950123-09-010143.txt,1
VFC,103379,2003-03-21,https://www.sec.gov/Archives/edgar/data/103379/000089322003000363/0000893220-03-000363.txt,1
CI,701221,1994-03-25,https://www.sec.gov/Archives/edgar/data/701221/0000893220-94-000177.txt,1
WMT,104169,1997-04-21,https://www.sec.gov/Archives/edgar/data/104169/0000104169-97-000003.txt,1
CAT,18230,2001-03-15,https://www.sec.gov/Archives/edgar/data/18230/000001823001500017/0000018230-01-500017.txt,1
TMK,320335,2003-03-24,https://www.sec.gov/Archives/edgar/data/320335/000093176303000621/0000931763-03-000621.txt,1
MRK,310158,2014-02-27,https://www.sec.gov/Archives/edgar/data/310158/000031015814000009/0000310158-14-000009.txt,1
ADSK,769397,2001-04-27,https://www.sec.gov/Archives/edgar/data/769397/000101287001500493/0001012870-01-500493.txt,1
APC,773910,1997-03-12,https://www.sec.gov/Archives/edgar/data/773910/0000950129-97-001007.txt,0
DAL,27904,2012-02-10,https://www.sec.gov/Archives/edgar/data/27904/000144530512000272/0001445305-12-000272.txt,1
UNP,100885,2001-03-21,https://www.sec.gov/Archives/edgar/data/100885/000095013401002416/0000950134-01-002416.txt,1
ETR,65984,2012-02-28,https://www.sec.gov/Archives/edgar/data/65984/000006598412000067/0000065984-12-000067.txt,0
PEP,77476,2017-02-15,https://www.sec.gov/Archives/edgar/data/77476/000007747617000010/0000077476-17-000010.txt,1
CMS,811156,1996-03-14,https://www.sec.gov/Archives/edgar/data/811156/0000201533-96-000043.txt,1
WFC,72971,2005-03-10,https://www.sec.gov/Archives/edgar/data/72971/000095013405004623/0000950134-05-004623.txt,1
EXPD,746515,2014-02-27,https://www.sec.gov/Archives/edgar/data/746515/000074651514000004/0000746515-14-000004.txt,1
SBUX,829224,2013-11-18,https://www.sec.gov/Archives/edgar/data/829224/000082922413000044/0000829224-13-000044.txt,1
EXPD,746515,2008-02-29,https://www.sec.gov/Archives/edgar/data/746515/000110465908013877/0001104659-08-013877.txt,0
EMR,32604,1999-12-20,https://www.sec.gov/Archives/edgar/data/32604/0000032604-99-000014.txt,0
SRE,1032208,2000-03-29,https://www.sec.gov/Archives/edgar/data/1032208/0000086521-00-000007.txt,1
ATI,1018963,2015-02-26,https://www.sec.gov/Archives/edgar/data/1018963/000101896315000005/0001018963-15-000005.txt,0
PCG,1004980,2004-02-19,https://www.sec.gov/Archives/edgar/data/1004980/000095014904000430/0000950149-04-000430.txt,1
TAP,24545,1995-03-27,https://www.sec.gov/Archives/edgar/data/24545/0000024545-95-000003.txt,1
AN,350698,2016-02-11,https://www.sec.gov/Archives/edgar/data/350698/000035069816000276/0000350698-16-000276.txt,0
MCO,1059556,2003-03-21,https://www.sec.gov/Archives/edgar/data/1059556/000095012303003112/0000950123-03-003112.txt,1
BMS,11199,2005-03-11,https://www.sec.gov/Archives/edgar/data/11199/000110465905010653/0001104659-05-010653.txt,0
PFG,1126328,2012-02-15,https://www.sec.gov/Archives/edgar/data/1126328/000104746912001065/0001047469-12-001065.txt,1
MAS,62996,1994-03-25,https://www.sec.gov/Archives/edgar/data/62996/0000950124-94-000563.txt,0
AIZ,1267238,2010-02-25,https://www.sec.gov/Archives/edgar/data/1267238/000119312510040943/0001193125-10-040943.txt,1
GME,1326380,2015-03-30,https://www.sec.gov/Archives/edgar/data/1326380/000132638015000078/0001326380-15-000078.txt,0
CL,21665,2004-03-12,https://www.sec.gov/Archives/edgar/data/21665/000119312504040431/0001193125-04-040431.txt,1
WAT,1000697,2011-02-25,https://www.sec.gov/Archives/edgar/data/1000697/000095012311018381/0000950123-11-018381.txt,0
QCOM,804328,2014-11-05,https://www.sec.gov/Archives/edgar/data/804328/000123445214000320/0001234452-14-000320.txt,1
ADP,8670,2002-09-16,https://www.sec.gov/Archives/edgar/data/8670/000000867002000008/0000008670-02-000008.txt,0
M,794367,2017-03-29,https://www.sec.gov/Archives/edgar/data/794367/000079436717000041/0000794367-17-000041.txt,0
VTR,740260,2002-03-26,https://www.sec.gov/Archives/edgar/data/740260/000093066102000854/0000930661-02-000854.txt,1
A,1090872,2009-12-21,https://www.sec.gov/Archives/edgar/data/1090872/000104746909010861/0001047469-09-010861.txt,1
MYL,69499,1995-06-22,https://www.sec.gov/Archives/edgar/data/69499/0000069499-95-000041.txt,1
EFX,33185,2017-02-22,https://www.sec.gov/Archives/edgar/data/33185/000003318517000008/0000033185-17-000008.txt,1
PEP,77476,1998-03-24,https://www.sec.gov/Archives/edgar/data/77476/0000077476-98-000014.txt,1
NE,1458891,2016-02-25,https://www.sec.gov/Archives/edgar/data/1458891/000156459016013321/0001564590-16-013321.txt,0
YUM,1041061,2013-02-20,https://www.sec.gov/Archives/edgar/data/1041061/000104106113000007/0001041061-13-000007.txt,1
LUK,96223,2009-02-27,https://www.sec.gov/Archives/edgar/data/96223/000009622309000010/0000096223-09-000010.txt,1
WY,106535,2006-02-22,https://www.sec.gov/Archives/edgar/data/106535/000119312506036731/0001193125-06-036731.txt,1
MRO,101778,2004-03-09,https://www.sec.gov/Archives/edgar/data/101778/000119312504036535/0001193125-04-036535.txt,1
SHW,89800,1994-03-15,https://www.sec.gov/Archives/edgar/data/89800/0000950152-94-000268.txt,0
UNP,100885,2014-02-07,https://www.sec.gov/Archives/edgar/data/100885/000119312514040752/0001193125-14-040752.txt,1
MDT,1613103,2017-06-27,https://www.sec.gov/Archives/edgar/data/1613103/000161310317000018/0001613103-17-000018.txt,1
WU,1365135,2010-02-26,https://www.sec.gov/Archives/edgar/data/1365135/000095012310018216/0000950123-10-018216.txt,0
AMT,1053507,2004-03-12,https://www.sec.gov/Archives/edgar/data/1053507/000119312504040332/0001193125-04-040332.txt,1
MSFT,789019,2002-09-06,https://www.sec.gov/Archives/edgar/data/789019/000103221002001351/0001032210-02-001351.txt,0
FSLR,1274494,2015-02-25,https://www.sec.gov/Archives/edgar/data/1274494/000127449415000006/0001274494-15-000006.txt,1
SIAL,90185,2006-03-14,https://www.sec.gov/Archives/edgar/data/90185/000119312506053737/0001193125-06-053737.txt,1
DAL,27904,2008-02-15,https://www.sec.gov/Archives/edgar/data/27904/000119312508032611/0001193125-08-032611.txt,0
LLY,59478,2014-02-19,https://www.sec.gov/Archives/edgar/data/59478/000005947814000078/0000059478-14-000078.txt,1
XRX,108772,2000-03-27,https://www.sec.gov/Archives/edgar/data/108772/0000108772-00-000012.txt,0
SBUX,829224,2001-12-20,https://www.sec.gov/Archives/edgar/data/829224/000089102001500442/0000891020-01-500442.txt,0
BAC,70858,1994-03-30,https://www.sec.gov/Archives/edgar/data/70858/0000950168-94-000099.txt,0
DAL,27904,2011-02-16,https://www.sec.gov/Archives/edgar/data/27904/000095012311014364/0000950123-11-014364.txt,0
HRB,12659,2005-07-29,https://www.sec.gov/Archives/edgar/data/12659/000095013705009321/0000950137-05-009321.txt,1
QCOM,804328,2010-11-03,https://www.sec.gov/Archives/edgar/data/804328/000095012310100207/0000950123-10-100207.txt,1
ADM,7084,2016-02-19,https://www.sec.gov/Archives/edgar/data/7084/000000708416000046/0000007084-16-000046.txt,1
YUM,1041061,2004-03-05,https://www.sec.gov/Archives/edgar/data/1041061/000104106104000122/0001041061-04-000122.txt,1
KIM,879101,2014-02-26,https://www.sec.gov/Archives/edgar/data/879101/000139843214000081/0001398432-14-000081.txt,1
WU,1365135,2017-02-22,https://www.sec.gov/Archives/edgar/data/1365135/000136513517000008/0001365135-17-000008.txt,0
JEC,52988,2013-11-22,https://www.sec.gov/Archives/edgar/data/52988/000005298813000140/0000052988-13-000140.txt,1
CERN,804753,2011-02-16,https://www.sec.gov/Archives/edgar/data/804753/000095012311014774/0000950123-11-014774.txt,1
PX,884905,2000-03-15,https://www.sec.gov/Archives/edgar/data/884905/0000950159-00-000090.txt,0
OI,812074,2001-04-02,https://www.sec.gov/Archives/edgar/data/812074/000091205701506253/0000912057-01-506253.txt,1
OI,812074,2017-02-10,https://www.sec.gov/Archives/edgar/data/812074/000155837017000499/0001558370-17-000499.txt,1
FRT,34903,2014-02-11,https://www.sec.gov/Archives/edgar/data/34903/000003490314000009/0000034903-14-000009.txt,1
FISV,798354,2011-02-24,https://www.sec.gov/Archives/edgar/data/798354/000119312511045000/0001193125-11-045000.txt,1
CERN,804753,1998-04-03,https://www.sec.gov/Archives/edgar/data/804753/0000804753-98-000002.txt,1
CI,701221,1995-03-29,https://www.sec.gov/Archives/edgar/data/701221/0000893220-95-000188.txt,1
ACE,896159,1997-12-24,https://www.sec.gov/Archives/edgar/data/896159/0000950131-97-007441.txt,1
GPS,39911,2007-04-02,https://www.sec.gov/Archives/edgar/data/39911/000119312507070941/0001193125-07-070941.txt,1
HON,773840,1995-03-02,https://www.sec.gov/Archives/edgar/data/773840/0000950117-95-000038.txt,1
VFC,103379,1997-03-26,https://www.sec.gov/Archives/edgar/data/103379/0000893220-97-000612.txt,1
JPM,19617,2006-03-09,https://www.sec.gov/Archives/edgar/data/19617/000095012306002875/0000950123-06-002875.txt,1
KIM,879101,2012-02-27,https://www.sec.gov/Archives/edgar/data/879101/000139843212000184/0001398432-12-000184.txt,1
WMB,107263,2009-02-25,https://www.sec.gov/Archives/edgar/data/107263/000095013409003632/0000950134-09-003632.txt,1
GME,1326380,2010-03-30,https://www.sec.gov/Archives/edgar/data/1326380/000095012310030164/0000950123-10-030164.txt,1
JEC,52988,2006-12-08,https://www.sec.gov/Archives/edgar/data/52988/000119312506248847/0001193125-06-248847.txt,1
OI,812074,1998-03-30,https://www.sec.gov/Archives/edgar/data/812074/0000812074-98-000005.txt,0
PFG,1126328,2010-02-17,https://www.sec.gov/Archives/edgar/data/1126328/000104746910000948/0001047469-10-000948.txt,1
GE,40545,2016-02-26,https://www.sec.gov/Archives/edgar/data/40545/000004054516000145/0000040545-16-000145.txt,1
SYK,310764,2005-03-02,https://www.sec.gov/Archives/edgar/data/310764/000031076405000008/0000310764-05-000008.txt,0
APC,773910,2001-03-15,https://www.sec.gov/Archives/edgar/data/773910/000095012901001462/0000950129-01-001462.txt,0
WMT,104169,2004-04-09,https://www.sec.gov/Archives/edgar/data/104169/000119312504059900/0001193125-04-059900.txt,1
GPC,40987,2012-02-27,https://www.sec.gov/Archives/edgar/data/40987/000119312512079802/0001193125-12-079802.txt,1
M,794367,2015-04-01,https://www.sec.gov/Archives/edgar/data/794367/000079436715000073/0000794367-15-000073.txt,0
CERN,804753,1999-04-02,https://www.sec.gov/Archives/edgar/data/804753/0000804753-99-000056.txt,0
EXC,1109357,2017-02-13,https://www.sec.gov/Archives/edgar/data/1109357/000119312517039639/0001193125-17-039639.txt,1
DOW,29915,2014-02-14,https://www.sec.gov/Archives/edgar/data/29915/000002991514000011/0000029915-14-000011.txt,1
NWL,814453,2014-03-03,https://www.sec.gov/Archives/edgar/data/814453/000081445314000038/0000814453-14-000038.txt,1
ARG,804212,2003-06-23,https://www.sec.gov/Archives/edgar/data/804212/000089322003001123/0000893220-03-001123.txt,1
UTX,101829,2015-02-05,https://www.sec.gov/Archives/edgar/data/101829/000010182915000005/0000101829-15-000005.txt,0
LB,701985,2015-03-20,https://www.sec.gov/Archives/edgar/data/701985/000070198515000006/0000701985-15-000006.txt,1
PNR,77360,2010-02-23,https://www.sec.gov/Archives/edgar/data/77360/000095012310015693/0000950123-10-015693.txt,1
SRE,1032208,2002-03-19,https://www.sec.gov/Archives/edgar/data/1032208/000008652102000006/0000086521-02-000006.txt,1
MRO,101778,2001-03-12,https://www.sec.gov/Archives/edgar/data/101778/000095013201000164/0000950132-01-000164.txt,1
AEE,1002910,2003-03-31,https://www.sec.gov/Archives/edgar/data/1002910/000100291003000226/0001002910-03-000226.txt,1
INTC,50863,2010-02-22,https://www.sec.gov/Archives/edgar/data/50863/000095012310015237/0000950123-10-015237.txt,1
R,85961,2000-03-13,https://www.sec.gov/Archives/edgar/data/85961/0000950170-00-000371.txt,0
MAS,62996,2008-02-22,https://www.sec.gov/Archives/edgar/data/62996/000095012408000792/0000950124-08-000792.txt,0
WHR,106640,2009-02-19,https://www.sec.gov/Archives/edgar/data/106640/000119312509032852/0001193125-09-032852.txt,1
WY,106535,2008-02-28,https://www.sec.gov/Archives/edgar/data/106535/000119312508042058/0001193125-08-042058.txt,0
LUK,96223,2004-03-12,https://www.sec.gov/Archives/edgar/data/96223/000009622304000019/0000096223-04-000019.txt,1
UNP,100885,2009-02-06,https://www.sec.gov/Archives/edgar/data/100885/000119312509021370/0001193125-09-021370.txt,1
MON,1110783,2014-10-29,https://www.sec.gov/Archives/edgar/data/1110783/000111078314000215/0001110783-14-000215.txt,1
INTC,50863,1995-03-28,https://www.sec.gov/Archives/edgar/data/50863/0000050863-95-000004.txt,1
KR,56873,2000-04-27,https://www.sec.gov/Archives/edgar/data/56873/0000950152-00-003212.txt,1
VTR,740260,2001-04-16,https://www.sec.gov/Archives/edgar/data/740260/000095013001500708/0000950130-01-500708.txt,1
RSG,1060391,1999-01-29,https://www.sec.gov/Archives/edgar/data/1060391/0000950144-99-000670.txt,0
TMK,320335,2010-02-26,https://www.sec.gov/Archives/edgar/data/320335/000119312510042810/0001193125-10-042810.txt,1
SHW,89800,1998-03-11,https://www.sec.gov/Archives/edgar/data/89800/0000950152-98-001897.txt,1
PFE,78003,2014-02-28,https://www.sec.gov/Archives/edgar/data/78003/000007800314000018/0000078003-14-000018.txt,1
WM,823768,1998-03-31,https://www.sec.gov/Archives/edgar/data/823768/0000950129-98-001354.txt,1
SHW,89800,1999-03-10,https://www.sec.gov/Archives/edgar/data/89800/0000950152-99-001793.txt,0
WAT,1000697,2004-03-12,https://www.sec.gov/Archives/edgar/data/1000697/000095013504001254/0000950135-04-001254.txt,1
TMK,320335,2001-03-26,https://www.sec.gov/Archives/edgar/data/320335/000093176301000503/0000931763-01-000503.txt,1
JNJ,200406,2017-02-27,https://www.sec.gov/Archives/edgar/data/200406/000020040617000006/0000200406-17-000006.txt,1
ROP,882835,2000-01-27,https://www.sec.gov/Archives/edgar/data/882835/0000931763-00-000160.txt,0
PG,80424,2007-08-28,https://www.sec.gov/Archives/edgar/data/80424/000095015207007152/0000950152-07-007152.txt,1
ADP,8670,1995-09-21,https://www.sec.gov/Archives/edgar/data/8670/0000912057-95-007958.txt,1
JWN,72333,2013-03-18,https://www.sec.gov/Archives/edgar/data/72333/000007233313000039/0000072333-13-000039.txt,1
PCAR,75362,2012-02-29,https://www.sec.gov/Archives/edgar/data/75362/000119312512086978/0001193125-12-086978.txt,1
BA,12927,1996-03-13,https://www.sec.gov/Archives/edgar/data/12927/0000012927-96-000003.txt,1
TAP,24545,2002-03-29,https://www.sec.gov/Archives/edgar/data/24545/000002454502000003/0000024545-02-000003.txt,1
LUK,96223,2016-02-19,https://www.sec.gov/Archives/edgar/data/96223/000009622316000049/0000096223-16-000049.txt,1
FISV,798354,2007-02-28,https://www.sec.gov/Archives/edgar/data/798354/000119312507042737/0001193125-07-042737.txt,1
BIIB,875045,2001-04-02,https://www.sec.gov/Archives/edgar/data/875045/000091205701506405/0000912057-01-506405.txt,1
DFS,1393612,2016-02-24,https://www.sec.gov/Archives/edgar/data/1393612/000139361216000059/0001393612-16-000059.txt,1
ADP,8670,2009-08-28,https://www.sec.gov/Archives/edgar/data/8670/000120677409001642/0001206774-09-001642.txt,1
FISV,798354,2013-02-22,https://www.sec.gov/Archives/edgar/data/798354/000119312513071589/0001193125-13-071589.txt,1
MO,764180,2003-03-27,https://www.sec.gov/Archives/edgar/data/764180/000095011703001167/0000950117-03-001167.txt,1
MAC,912242,2012-02-24,https://www.sec.gov/Archives/edgar/data/912242/000104746912001454/0001047469-12-001454.txt,1
EXC,1109357,2001-04-02,https://www.sec.gov/Archives/edgar/data/1109357/000095015901000191/0000950159-01-000191.txt,0
NWL,814453,2016-02-29,https://www.sec.gov/Archives/edgar/data/814453/000081445316000176/0000814453-16-000176.txt,1
XOM,34088,2009-02-27,https://www.sec.gov/Archives/edgar/data/34088/000119312509040966/0001193125-09-040966.txt,0
ACE,896159,1996-12-20,https://www.sec.gov/Archives/edgar/data/896159/0000950131-96-006415.txt,1
PGR,80661,2012-02-28,https://www.sec.gov/Archives/edgar/data/80661/000119312512083846/0001193125-12-083846.txt,1
ACE,896159,2012-02-24,https://www.sec.gov/Archives/edgar/data/896159/000119312512078111/0001193125-12-078111.txt,1
CI,701221,2004-02-27,https://www.sec.gov/Archives/edgar/data/701221/000095015904000243/0000950159-04-000243.txt,1
PEP,77476,2010-02-22,https://www.sec.gov/Archives/edgar/data/77476/000119312510036385/0001193125-10-036385.txt,1
CELG,816284,2006-03-15,https://www.sec.gov/Archives/edgar/data/816284/000093041306002083/0000930413-06-002083.txt,1
PEP,77476,1999-03-24,https://www.sec.gov/Archives/edgar/data/77476/0000077476-99-000013.txt,0
IP,51434,2005-03-10,https://www.sec.gov/Archives/edgar/data/51434/000095011705000925/0000950117-05-000925.txt,0
FSLR,1274494,2010-02-22,https://www.sec.gov/Archives/edgar/data/1274494/000127449410000007/0001274494-10-000007.txt,0
GD,40533,2003-03-24,https://www.sec.gov/Archives/edgar/data/40533/000095013303000882/0000950133-03-000882.txt,1
APH,820313,2010-02-23,https://www.sec.gov/Archives/edgar/data/820313/000110465910008799/0001104659-10-008799.txt,1
MCO,1059556,1999-02-16,https://www.sec.gov/Archives/edgar/data/1059556/0000950123-99-001236.txt,0
CI,701221,2017-02-23,https://www.sec.gov/Archives/edgar/data/701221/000104746917000899/0001047469-17-000899.txt,1
JEC,52988,2015-11-24,https://www.sec.gov/Archives/edgar/data/52988/000005298815000155/0000052988-15-000155.txt,0
IP,51434,1997-03-28,https://www.sec.gov/Archives/edgar/data/51434/0000912057-97-010800.txt,1
MO,764180,2009-02-27,https://www.sec.gov/Archives/edgar/data/764180/000119312509041005/0001193125-09-041005.txt,1
LUK,96223,2005-03-14,https://www.sec.gov/Archives/edgar/data/96223/000090951805000159/0000909518-05-000159.txt,1
MYL,69499,1998-06-19,https://www.sec.gov/Archives/edgar/data/69499/0000069499-98-000014.txt,1
KO,21344,2012-02-23,https://www.sec.gov/Archives/edgar/data/21344/000002134412000007/0000021344-12-000007.txt,1
ETR,65984,2001-03-16,https://www.sec.gov/Archives/edgar/data/65984/000006598401000070/0000065984-01-000070.txt,0
NE,1458891,2013-02-25,https://www.sec.gov/Archives/edgar/data/1458891/000119312513074360/0001193125-13-074360.txt,1
VTR,740260,2011-02-18,https://www.sec.gov/Archives/edgar/data/740260/000095012311015746/0000950123-11-015746.txt,1
CHK,895126,2004-03-15,https://www.sec.gov/Archives/edgar/data/895126/000119312504042443/0001193125-04-042443.txt,1
VNO,899689,2008-02-26,https://www.sec.gov/Archives/edgar/data/899689/000089968908000003/0000899689-08-000003.txt,0
BIIB,875045,2004-03-10,https://www.sec.gov/Archives/edgar/data/875045/000095013504001180/0000950135-04-001180.txt,1
AMT,1053507,2007-02-28,https://www.sec.gov/Archives/edgar/data/1053507/000119312507042779/0001193125-07-042779.txt,1
XRAY,818479,2002-03-29,https://www.sec.gov/Archives/edgar/data/818479/000081847902000002/0000818479-02-000002.txt,1
TAP,24545,2004-03-12,https://www.sec.gov/Archives/edgar/data/24545/000110465904007268/0001104659-04-007268.txt,1
MHK,851968,2009-03-02,https://www.sec.gov/Archives/edgar/data/851968/000119312509042512/0001193125-09-042512.txt,1
LUK,96223,2015-02-27,https://www.sec.gov/Archives/edgar/data/96223/000009622315000006/0000096223-15-000006.txt,0
WAT,1000697,2008-02-29,https://www.sec.gov/Archives/edgar/data/1000697/000095013508001339/0000950135-08-001339.txt,0
GMCR,909954,2014-11-19,https://www.sec.gov/Archives/edgar/data/909954/000104746914009384/0001047469-14-009384.txt,1
ADSK,769397,2005-03-31,https://www.sec.gov/Archives/edgar/data/769397/000119312505067261/0001193125-05-067261.txt,1
